Name,Team,Oppt,week,Points_FD,Salary_FD,Points_DK,Salary_DK,Points_YH,Salary_YH,logo,last_name,first_name,season,position,depth_chart_position,jersey_number,status,full_name,birth_date,height,weight,college,high_school,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,fantasy_data_id,sleeper_id,update_dt,headshot_url,headshot_url2,name,Team.y,logo_def,game_id,posteam,receiver_player_name,nopass,noplays,touchdown,yards_gained,yards_passing,interception,sack,qb_hits,incomplete_pass,complete_pass,yards_receiving,touchdown_pass,yards_after_catch,air_yards,air_yards2,epa
"Roberts, Andre",BUF,NYJ,7,0,4500,0,3000,0,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Buffalo_Bills_logo.svg/189px-Buffalo_Bills_logo.svg.png' height='12'></img>,Roberts,Andre,2020,WR,RWR,18,Active,Andre Roberts,1988-01-09,5-11,195,Citadel,Spring Valley (SC),00-0027691,13226,9691f874-be36-4529-a7eb-dde22ee4a848,24063,6506,5612,11565,627,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/13226.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/13226.png' height='20'></img>,"Roberts, Andre","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png' height='12'></img>,,,,,,,,,,,,,,,,,,,
"Roberts, Andre",BUF,TEN,5,0.1,4500,1.6,3000,0.1,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Buffalo_Bills_logo.svg/189px-Buffalo_Bills_logo.svg.png' height='12'></img>,Roberts,Andre,2020,WR,RWR,18,Active,Andre Roberts,1988-01-09,5-11,195,Citadel,Spring Valley (SC),00-0027691,13226,9691f874-be36-4529-a7eb-dde22ee4a848,24063,6506,5612,11565,627,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/13226.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/13226.png' height='20'></img>,"Roberts, Andre","",<img src = 'https://raw.githubusercontent.com/guga31bb/nflfastR-data/master/titans.png' height='12'></img>,2020_05_BUF_TEN,BUF,A.Roberts,2,2,0,16,16,1,0,0,0,1,16,0,0,35,16,-2.6333241747343
"Roberts, Seth",CAR,ARI,4,1.5,4600,2,3000,1.5,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Carolina_Panthers_logo.svg/100px-Carolina_Panthers_logo.svg.png' height='12'></img>,Roberts,Seth,,WR,LWR,,"","","","",,"","","",,"",,,,,,"","","","",CAR,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/72/Arizona_Cardinals_logo.svg/179px-Arizona_Cardinals_logo.svg.png' height='12'></img>,,,,,,,,,,,,,,,,,,,
"Roberts, Seth",CAR,CHI,6,0,4500,0,3000,0,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Carolina_Panthers_logo.svg/100px-Carolina_Panthers_logo.svg.png' height='12'></img>,Roberts,Seth,,WR,LWR,,"","","","",,"","","",,"",,,,,,"","","","",CAR,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Chicago_Bears_logo.svg/100px-Chicago_Bears_logo.svg.png' height='12'></img>,,,,,,,,,,,,,,,,,,,
"Roberts, Seth",CAR,LVR,1,1,4700,1.5,3800,1,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Carolina_Panthers_logo.svg/100px-Carolina_Panthers_logo.svg.png' height='12'></img>,Roberts,Seth,,WR,LWR,,"","","","",,"","","",,"",,,,,,"","","","",CAR,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Las_Vegas_Raiders_logo.svg/100px-Las_Vegas_Raiders_logo.svg.png' height='12'></img>,,,,,,,,,,,,,,,,,,,
"Roberts, Seth",CAR,ATL,5,0,4500,0,3000,0,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Carolina_Panthers_logo.svg/100px-Carolina_Panthers_logo.svg.png' height='12'></img>,Roberts,Seth,,WR,LWR,,"","","","",,"","","",,"",,,,,,"","","","",CAR,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/Atlanta_Falcons_logo.svg/192px-Atlanta_Falcons_logo.svg.png' height='12'></img>,,,,,,,,,,,,,,,,,,,
"Roberts, Seth",CAR,LAC,3,2.6,4500,3.6,3000,2.6,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Carolina_Panthers_logo.svg/100px-Carolina_Panthers_logo.svg.png' height='12'></img>,Roberts,Seth,,WR,LWR,,"","","","",,"","","",,"",,,,,,"","","","",CAR,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/72/NFL_Chargers_logo.svg/100px-NFL_Chargers_logo.svg.png' height='12'></img>,,,,,,,,,,,,,,,,,,,
"Roberts, Seth",CAR,NOR,7,0,4500,0,3000,0,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Carolina_Panthers_logo.svg/100px-Carolina_Panthers_logo.svg.png' height='12'></img>,Roberts,Seth,,WR,LWR,,"","","","",,"","","",,"",,,,,,"","","","",CAR,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/New_Orleans_Saints_logo.svg/98px-New_Orleans_Saints_logo.svg.png' height='12'></img>,,,,,,,,,,,,,,,,,,,
"Roberts, Seth",CAR,TAM,2,0,4500,0,3000,0,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Carolina_Panthers_logo.svg/100px-Carolina_Panthers_logo.svg.png' height='12'></img>,Roberts,Seth,,WR,LWR,,"","","","",,"","","",,"",,,,,,"","","","",CAR,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Tampa_Bay_Buccaneers_logo.svg/100px-Tampa_Bay_Buccaneers_logo.svg.png' height='12'></img>,,,,,,,,,,,,,,,,,,,
"Robinson, Allen",CHI,DET,13,10.5,6900,13.5,6700,10.5,27,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Chicago_Bears_logo.svg/100px-Chicago_Bears_logo.svg.png' height='12'></img>,Robinson,Allen,2020,WR,LWR,12,Active,Allen Robinson,1993-08-24,6-2,220,Penn State,Orchard Lake St. Mary's (MI),00-0031428,16799,0fd32417-8410-4a8f-8919-386c433bca43,27589,9264,8696,16263,1992,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16799.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16799.png' height='20'></img>,"Robinson, Allen","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Detroit_Lions_logo.svg/100px-Detroit_Lions_logo.svg.png' height='12'></img>,2020_13_DET_CHI,CHI,A.Robinson,7,7,0,75,75,0,0,0,1,6,75,0,9,76,66,4.8481214295025
"Robinson, Allen",CHI,GNB,17,4.7,7700,5.7,7700,4.7,24,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Chicago_Bears_logo.svg/100px-Chicago_Bears_logo.svg.png' height='12'></img>,Robinson,Allen,2020,WR,LWR,12,Active,Allen Robinson,1993-08-24,6-2,220,Penn State,Orchard Lake St. Mary's (MI),00-0031428,16799,0fd32417-8410-4a8f-8919-386c433bca43,27589,9264,8696,16263,1992,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16799.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16799.png' height='20'></img>,"Robinson, Allen","",<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png' height='12'></img>,2020_17_GB_CHI,CHI,A.Robinson,5,5,0,37,37,0,0,0,3,2,37,0,8,47,29,0.504113792826899
"Robinson, Allen",CHI,HOU,14,22.8,7000,30.3,6800,22.8,25,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Chicago_Bears_logo.svg/100px-Chicago_Bears_logo.svg.png' height='12'></img>,Robinson,Allen,2020,WR,LWR,12,Active,Allen Robinson,1993-08-24,6-2,220,Penn State,Orchard Lake St. Mary's (MI),00-0031428,16799,0fd32417-8410-4a8f-8919-386c433bca43,27589,9264,8696,16263,1992,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16799.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16799.png' height='20'></img>,"Robinson, Allen","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/2/28/Houston_Texans_logo.svg/100px-Houston_Texans_logo.svg.png' height='12'></img>,2020_14_HOU_CHI,CHI,A.Robinson,13,13,1,123,123,0,0,0,4,9,123,1,47,107,76,7.76572370712782
"Robinson, Allen",CHI,IND,4,19.6,7000,26.1,6700,19.6,23,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Chicago_Bears_logo.svg/100px-Chicago_Bears_logo.svg.png' height='12'></img>,Robinson,Allen,2020,WR,LWR,12,Active,Allen Robinson,1993-08-24,6-2,220,Penn State,Orchard Lake St. Mary's (MI),00-0031428,16799,0fd32417-8410-4a8f-8919-386c433bca43,27589,9264,8696,16263,1992,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16799.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16799.png' height='20'></img>,"Robinson, Allen","",<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Indianapolis_Colts_logo.svg/100px-Indianapolis_Colts_logo.svg.png' height='12'></img>,2020_04_IND_CHI,CHI,A.Robinson,10,10,1,101,101,0,0,1,3,7,101,1,14,131,87,4.97904475114774
"Robinson, Allen",CHI,MIN,10,7.3,6900,10.3,7000,7.3,29,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Chicago_Bears_logo.svg/100px-Chicago_Bears_logo.svg.png' height='12'></img>,Robinson,Allen,2020,WR,LWR,12,Active,Allen Robinson,1993-08-24,6-2,220,Penn State,Orchard Lake St. Mary's (MI),00-0031428,16799,0fd32417-8410-4a8f-8919-386c433bca43,27589,9264,8696,16263,1992,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16799.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16799.png' height='20'></img>,"Robinson, Allen","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Minnesota_Vikings_logo.svg/98px-Minnesota_Vikings_logo.svg.png' height='12'></img>,2020_10_MIN_CHI,CHI,A.Robinson,9,9,0,43,43,0,0,1,3,6,43,0,14,82,29,-2.38669742021011
"Robinson, Allen",CHI,NOR,8,17.7,6800,20.7,7000,17.7,25,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Chicago_Bears_logo.svg/100px-Chicago_Bears_logo.svg.png' height='12'></img>,Robinson,Allen,2020,WR,LWR,12,Active,Allen Robinson,1993-08-24,6-2,220,Penn State,Orchard Lake St. Mary's (MI),00-0031428,16799,0fd32417-8410-4a8f-8919-386c433bca43,27589,9264,8696,16263,1992,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16799.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16799.png' height='20'></img>,"Robinson, Allen","",<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/New_Orleans_Saints_logo.svg/98px-New_Orleans_Saints_logo.svg.png' height='12'></img>,2020_08_NO_CHI,CHI,A.Robinson,7,7,1,87,87,0,0,0,1,6,87,1,14,89,73,4.2988908663101
"Robinson, Allen",CHI,NYG,2,4.8,7000,6.3,6400,4.8,27,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Chicago_Bears_logo.svg/100px-Chicago_Bears_logo.svg.png' height='12'></img>,Robinson,Allen,2020,WR,LWR,12,Active,Allen Robinson,1993-08-24,6-2,220,Penn State,Orchard Lake St. Mary's (MI),00-0031428,16799,0fd32417-8410-4a8f-8919-386c433bca43,27589,9264,8696,16263,1992,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16799.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16799.png' height='20'></img>,"Robinson, Allen","",<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/New_York_Giants_logo.svg/100px-New_York_Giants_logo.svg.png' height='12'></img>,2020_02_NYG_CHI,CHI,A.Robinson,9,9,0,33,33,2,0,1,4,3,33,0,0,87,33,-7.91774987964891
"Robinson, Allen",CHI,TAM,5,14,7100,19,6700,14,28,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Chicago_Bears_logo.svg/100px-Chicago_Bears_logo.svg.png' height='12'></img>,Robinson,Allen,2020,WR,LWR,12,Active,Allen Robinson,1993-08-24,6-2,220,Penn State,Orchard Lake St. Mary's (MI),00-0031428,16799,0fd32417-8410-4a8f-8919-386c433bca43,27589,9264,8696,16263,1992,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16799.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16799.png' height='20'></img>,"Robinson, Allen","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Tampa_Bay_Buccaneers_logo.svg/100px-Tampa_Bay_Buccaneers_logo.svg.png' height='12'></img>,2020_05_TB_CHI,CHI,A.Robinson,16,16,0,90,90,1,0,2,5,10,90,0,22,134,68,-6.61443601635348
"Robinson, Allen",CHI,ATL,3,23.3,6900,31.3,6200,23.3,24,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Chicago_Bears_logo.svg/100px-Chicago_Bears_logo.svg.png' height='12'></img>,Robinson,Allen,2020,WR,LWR,12,Active,Allen Robinson,1993-08-24,6-2,220,Penn State,Orchard Lake St. Mary's (MI),00-0031428,16799,0fd32417-8410-4a8f-8919-386c433bca43,27589,9264,8696,16263,1992,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16799.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16799.png' height='20'></img>,"Robinson, Allen","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/Atlanta_Falcons_logo.svg/192px-Atlanta_Falcons_logo.svg.png' height='12'></img>,2020_03_CHI_ATL,CHI,A.Robinson,13,13,1,123,123,1,0,2,2,10,123,1,60,106,63,3.55615011218649
"Robinson, Allen",CHI,CAR,6,7.8,7000,10.3,7000,7.8,27,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Chicago_Bears_logo.svg/100px-Chicago_Bears_logo.svg.png' height='12'></img>,Robinson,Allen,2020,WR,LWR,12,Active,Allen Robinson,1993-08-24,6-2,220,Penn State,Orchard Lake St. Mary's (MI),00-0031428,16799,0fd32417-8410-4a8f-8919-386c433bca43,27589,9264,8696,16263,1992,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16799.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16799.png' height='20'></img>,"Robinson, Allen","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Carolina_Panthers_logo.svg/100px-Carolina_Panthers_logo.svg.png' height='12'></img>,2020_06_CHI_CAR,CHI,A.Robinson,9,9,0,53,53,0,0,3,4,5,53,0,15,57,38,1.90275873444522
"Robinson, Allen",CHI,DET,1,9.8,7200,12.3,6500,9.8,22,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Chicago_Bears_logo.svg/100px-Chicago_Bears_logo.svg.png' height='12'></img>,Robinson,Allen,2020,WR,LWR,12,Active,Allen Robinson,1993-08-24,6-2,220,Penn State,Orchard Lake St. Mary's (MI),00-0031428,16799,0fd32417-8410-4a8f-8919-386c433bca43,27589,9264,8696,16263,1992,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16799.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16799.png' height='20'></img>,"Robinson, Allen","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Detroit_Lions_logo.svg/100px-Detroit_Lions_logo.svg.png' height='12'></img>,2020_01_CHI_DET,CHI,A.Robinson,9,9,0,74,74,0,0,1,4,5,74,0,21,144,53,1.04798277834198
"Robinson, Allen",CHI,GNB,12,23.4,6800,27.4,6400,23.4,19,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Chicago_Bears_logo.svg/100px-Chicago_Bears_logo.svg.png' height='12'></img>,Robinson,Allen,2020,WR,LWR,12,Active,Allen Robinson,1993-08-24,6-2,220,Penn State,Orchard Lake St. Mary's (MI),00-0031428,16799,0fd32417-8410-4a8f-8919-386c433bca43,27589,9264,8696,16263,1992,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16799.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16799.png' height='20'></img>,"Robinson, Allen","",<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png' height='12'></img>,2020_12_CHI_GB,CHI,A.Robinson,13,13,2,74,74,0,0,2,5,8,74,2,22,77,52,3.79581626089512
"Robinson, Allen",CHI,JAC,16,15.3,7500,23.3,7700,15.3,32,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Chicago_Bears_logo.svg/100px-Chicago_Bears_logo.svg.png' height='12'></img>,Robinson,Allen,2020,WR,LWR,12,Active,Allen Robinson,1993-08-24,6-2,220,Penn State,Orchard Lake St. Mary's (MI),00-0031428,16799,0fd32417-8410-4a8f-8919-386c433bca43,27589,9264,8696,16263,1992,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16799.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16799.png' height='20'></img>,"Robinson, Allen","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/74/Jacksonville_Jaguars_logo.svg/100px-Jacksonville_Jaguars_logo.svg.png' height='12'></img>,2020_16_CHI_JAX,CHI,A.Robinson,13,13,0,103,103,1,0,3,2,10,103,0,37,91,66,4.78315222989726
"Robinson, Allen",CHI,LAR,7,9,6800,11,6700,9,22,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Chicago_Bears_logo.svg/100px-Chicago_Bears_logo.svg.png' height='12'></img>,Robinson,Allen,2020,WR,LWR,12,Active,Allen Robinson,1993-08-24,6-2,220,Penn State,Orchard Lake St. Mary's (MI),00-0031428,16799,0fd32417-8410-4a8f-8919-386c433bca43,27589,9264,8696,16263,1992,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16799.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16799.png' height='20'></img>,"Robinson, Allen","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/Los_Angeles_Rams_logo.svg/100px-Los_Angeles_Rams_logo.svg.png' height='12'></img>,2020_07_CHI_LA,CHI,A.Robinson,4,4,0,70,70,0,0,0,0,4,70,0,3,67,67,6.34828253323212
"Robinson, Allen",CHI,MIN,15,10.3,7300,12.3,7400,10.3,30,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Chicago_Bears_logo.svg/100px-Chicago_Bears_logo.svg.png' height='12'></img>,Robinson,Allen,2020,WR,LWR,12,Active,Allen Robinson,1993-08-24,6-2,220,Penn State,Orchard Lake St. Mary's (MI),00-0031428,16799,0fd32417-8410-4a8f-8919-386c433bca43,27589,9264,8696,16263,1992,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16799.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16799.png' height='20'></img>,"Robinson, Allen","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Minnesota_Vikings_logo.svg/98px-Minnesota_Vikings_logo.svg.png' height='12'></img>,2020_15_CHI_MIN,CHI,A.Robinson,5,5,0,83,83,0,0,0,1,4,83,0,21,78,62,5.54176156275207
"Robinson, Allen",CHI,TEN,9,11.6,6900,15.1,6900,11.6,24,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Chicago_Bears_logo.svg/100px-Chicago_Bears_logo.svg.png' height='12'></img>,Robinson,Allen,2020,WR,LWR,12,Active,Allen Robinson,1993-08-24,6-2,220,Penn State,Orchard Lake St. Mary's (MI),00-0031428,16799,0fd32417-8410-4a8f-8919-386c433bca43,27589,9264,8696,16263,1992,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16799.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16799.png' height='20'></img>,"Robinson, Allen","",<img src = 'https://raw.githubusercontent.com/guga31bb/nflfastR-data/master/titans.png' height='12'></img>,2020_09_CHI_TEN,CHI,A.Robinson,9,9,0,81,81,0,0,0,2,7,81,0,12,77,69,2.74148318567313
"Robinson, Demarcus",KAN,ATL,16,9.9,5100,10.9,3900,9.9,13,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Kansas_City_Chiefs_logo.svg/100px-Kansas_City_Chiefs_logo.svg.png' height='12'></img>,Robinson,Demarcus,2020,WR,SWR,11,Active,Demarcus Robinson,1994-09-21,6-1,203,Florida,Peach County (GA),00-0032775,3043116,46b16198-116f-4913-85db-2bc21462bd66,29360,11163,10760,18047,3286,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3043116.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3043116.png' height='20'></img>,"Robinson, Demarcus","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/Atlanta_Falcons_logo.svg/192px-Atlanta_Falcons_logo.svg.png' height='12'></img>,2020_16_ATL_KC,KAN,D.Robinson,2,2,1,29,29,0,0,0,0,2,29,1,0,29,29,3.3485709457309
"Robinson, Demarcus",KAN,CAR,9,8.9,5400,11.4,3200,8.9,11,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Kansas_City_Chiefs_logo.svg/100px-Kansas_City_Chiefs_logo.svg.png' height='12'></img>,Robinson,Demarcus,2020,WR,SWR,11,Active,Demarcus Robinson,1994-09-21,6-1,203,Florida,Peach County (GA),00-0032775,3043116,46b16198-116f-4913-85db-2bc21462bd66,29360,11163,10760,18047,3286,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3043116.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3043116.png' height='20'></img>,"Robinson, Demarcus","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Carolina_Panthers_logo.svg/100px-Carolina_Panthers_logo.svg.png' height='12'></img>,2020_09_CAR_KC,KAN,D.Robinson,3,3,1,34,34,0,0,1,0,3,34,1,8,26,26,0.417906784074148
"Robinson, Demarcus",KAN,HOU,1,3.5,4600,5,3300,3.5,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Kansas_City_Chiefs_logo.svg/100px-Kansas_City_Chiefs_logo.svg.png' height='12'></img>,Robinson,Demarcus,2020,WR,SWR,11,Active,Demarcus Robinson,1994-09-21,6-1,203,Florida,Peach County (GA),00-0032775,3043116,46b16198-116f-4913-85db-2bc21462bd66,29360,11163,10760,18047,3286,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3043116.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3043116.png' height='20'></img>,"Robinson, Demarcus","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/2/28/Houston_Texans_logo.svg/100px-Houston_Texans_logo.svg.png' height='12'></img>,2020_01_HOU_KC,KAN,D.Robinson,6,6,0,20,20,0,0,0,3,3,20,0,19,42,1,-0.892035083088558
"Robinson, Demarcus",KAN,LAC,17,8.8,5200,11.8,4800,8.8,14,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Kansas_City_Chiefs_logo.svg/100px-Kansas_City_Chiefs_logo.svg.png' height='12'></img>,Robinson,Demarcus,2020,WR,SWR,11,Active,Demarcus Robinson,1994-09-21,6-1,203,Florida,Peach County (GA),00-0032775,3043116,46b16198-116f-4913-85db-2bc21462bd66,29360,11163,10760,18047,3286,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3043116.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3043116.png' height='20'></img>,"Robinson, Demarcus","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/72/NFL_Chargers_logo.svg/100px-NFL_Chargers_logo.svg.png' height='12'></img>,2020_17_LAC_KC,KAN,D.Robinson,7,7,0,58,58,0,0,1,1,6,58,0,24,55,34,4.07712442881893
"Robinson, Demarcus",KAN,LVR,5,1.2,4700,2.2,3800,1.2,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Kansas_City_Chiefs_logo.svg/100px-Kansas_City_Chiefs_logo.svg.png' height='12'></img>,Robinson,Demarcus,2020,WR,SWR,11,Active,Demarcus Robinson,1994-09-21,6-1,203,Florida,Peach County (GA),00-0032775,3043116,46b16198-116f-4913-85db-2bc21462bd66,29360,11163,10760,18047,3286,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3043116.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3043116.png' height='20'></img>,"Robinson, Demarcus","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Las_Vegas_Raiders_logo.svg/100px-Las_Vegas_Raiders_logo.svg.png' height='12'></img>,2020_05_LV_KC,KAN,D.Robinson,4,4,0,2,2,0,0,0,2,2,2,0,6,41,-4,-2.59080269077094
"Robinson, Demarcus",KAN,NWE,4,0,4900,0,3900,0,11,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Kansas_City_Chiefs_logo.svg/100px-Kansas_City_Chiefs_logo.svg.png' height='12'></img>,Robinson,Demarcus,2020,WR,SWR,11,Active,Demarcus Robinson,1994-09-21,6-1,203,Florida,Peach County (GA),00-0032775,3043116,46b16198-116f-4913-85db-2bc21462bd66,29360,11163,10760,18047,3286,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3043116.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3043116.png' height='20'></img>,"Robinson, Demarcus","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/100px-New_England_Patriots_logo.svg.png' height='12'></img>,,,,,,,,,,,,,,,,,,,
